,word,row,col,endpoint,direction,completion
157,dampener,34,23,41,DOWN,0
158,tossed,36,1,6,ACROSS,0
159,defend,39,0,5,ACROSS,0
160,hives,38,32,36,ACROSS,0
161,endowment,35,21,43,DOWN,0
162,probably,41,36,43,ACROSS,0
163,relic,30,15,19,ACROSS,0
164,crumpets,43,15,22,ACROSS,0
165,easy,33,33,36,ACROSS,0
166,anorexic,39,48,46,DOWN,0
167,infinitely,36,14,45,DOWN,0
168,adoration,40,6,14,ACROSS,0
169,portrays,45,8,15,ACROSS,0
170,legality,37,10,44,DOWN,0
171,discus,14,19,19,DOWN,0
172,gentlemen,38,1,46,DOWN,0
173,shirt,29,31,35,ACROSS,0
174,saluting,42,5,12,ACROSS,0
175,bedbug,45,0,5,ACROSS,0
176,rashly,41,6,46,DOWN,0
177,rip,21,32,34,ACROSS,0
178,north,35,43,47,ACROSS,0
179,calender,41,15,22,ACROSS,0
180,haycock,29,32,35,DOWN,0
181,acetate,36,35,42,DOWN,0
182,grazed,42,16,47,DOWN,0
183,spots,26,37,30,DOWN,0
184,descend,47,10,16,ACROSS,0
185,guava,36,31,35,ACROSS,0
186,resist,42,37,47,DOWN,0
187,dealers,46,31,37,ACROSS,0
188,groove,10,6,15,DOWN,0
189,suspect,19,25,25,DOWN,0
190,plaid,37,12,41,DOWN,0
191,abroad,40,39,45,DOWN,0
192,cooker,7,16,12,DOWN,0
