,word,row,col,endpoint,direction,completion
159,dashing,32,30,38,DOWN,0
160,elliptical,35,9,44,DOWN,0
161,oncoming,41,4,11,ACROSS,0
162,beard,43,7,11,ACROSS,0
163,eternity,35,18,42,DOWN,0
164,ship,32,44,47,ACROSS,0
165,mealy,42,14,18,ACROSS,0
166,tape,31,8,11,ACROSS,0
167,farmland,39,12,19,ACROSS,0
168,catching,34,11,41,DOWN,0
169,thyself,37,44,43,DOWN,0
170,succubus,38,6,45,DOWN,0
171,expressing,45,0,9,ACROSS,0
172,credits,40,15,46,DOWN,0
173,stepped,45,14,20,ACROSS,0
174,finance,39,0,45,DOWN,0
175,overdue,39,1,7,ACROSS,0
176,cheerleading,37,20,48,DOWN,0
177,composition,47,10,20,ACROSS,0
178,expires,43,20,26,ACROSS,0
179,glum,30,42,45,ACROSS,0
180,bailey,36,25,41,DOWN,0
181,curing,14,14,19,DOWN,0
182,powering,39,27,46,DOWN,0
183,daring,45,23,28,ACROSS,0
184,givens,42,4,47,DOWN,0
185,bonkers,40,40,46,DOWN,0
186,consisted,44,33,41,ACROSS,0
187,rosebuds,46,33,40,ACROSS,0
188,sutra,47,4,8,ACROSS,0
189,belle,40,21,25,ACROSS,0
190,swiss,41,26,30,ACROSS,0
191,curie,43,1,5,ACROSS,0
192,flows,43,44,48,ACROSS,0
193,til,2,46,48,ACROSS,0
194,mate,38,13,41,DOWN,0
195,seminary,41,29,48,DOWN,0
196,clue,39,23,42,DOWN,0
197,matches,40,42,46,DOWN,0
