,word,row,col,endpoint,direction,completion
141,decibels,28,3,10,ACROSS,0
142,stricken,41,35,42,ACROSS,0
143,activists,26,11,34,DOWN,0
144,feminist,31,6,13,ACROSS,0
145,chilled,17,48,23,DOWN,0
146,pushing,34,9,15,ACROSS,0
147,unsupervised,29,16,40,DOWN,0
148,fabulously,38,9,18,ACROSS,0
149,rotten,22,8,13,ACROSS,0
150,palpable,33,16,23,ACROSS,0
151,navigational,43,28,39,ACROSS,0
152,immune,29,8,34,DOWN,0
153,corrections,28,5,38,DOWN,0
154,frantically,36,10,46,DOWN,0
155,rumors,35,16,21,ACROSS,0
156,memories,35,0,7,ACROSS,0
157,calico,33,1,6,ACROSS,0
158,identifiable,41,3,14,ACROSS,0
159,ante,0,21,24,ACROSS,0
160,narcolepsy,44,5,14,ACROSS,0
161,understood,34,47,43,DOWN,0
162,dinks,37,3,7,ACROSS,0
163,bicker,30,0,5,ACROSS,0
164,fighting,36,8,43,DOWN,0
165,seems,22,29,33,ACROSS,0
166,cuteness,39,41,48,ACROSS,0
167,snags,16,9,13,ACROSS,0
168,blah,6,44,47,ACROSS,0
169,brainstorm,38,3,47,DOWN,0
170,dieting,26,20,32,DOWN,0
171,provenance,37,29,46,DOWN,0
172,brunette,46,2,9,ACROSS,0
173,condor,42,43,48,ACROSS,0
174,barring,39,0,6,ACROSS,0
175,incompatible,46,18,29,ACROSS,0
176,curtsy,28,13,33,DOWN,0
177,mankind,38,1,44,DOWN,0
178,slaw,25,43,46,ACROSS,0
179,poltergeist,37,32,47,DOWN,0
180,crooks,35,14,40,DOWN,0
181,diamond,42,16,48,DOWN,0
182,ick,8,16,18,ACROSS,0
183,materialized,47,30,41,ACROSS,0
184,reaches,36,19,42,DOWN,0
185,cruising,47,10,17,ACROSS,0
186,napalm,41,42,46,DOWN,0
187,icky,1,4,4,DOWN,0
188,battery,44,41,47,ACROSS,0
189,hacked,31,1,36,DOWN,0
190,sinners,34,22,40,DOWN,0
191,rocker,43,40,48,DOWN,0
192,cuppa,0,34,4,DOWN,0
193,ail,18,20,22,ACROSS,0
194,swept,39,34,43,DOWN,0
195,bean,30,40,33,DOWN,0
