,word,row,col,endpoint,direction,completion
97,promotes,20,15,27,DOWN,0
98,ripe,23,0,3,ACROSS,0
99,bowman,28,13,18,ACROSS,0
100,towards,11,1,17,DOWN,0
101,sour,21,36,39,ACROSS,0
102,subscriptions,31,8,20,ACROSS,0
103,lame,14,0,3,ACROSS,0
104,display,22,1,28,DOWN,0
105,millennium,9,37,18,DOWN,0
106,sock,10,21,13,DOWN,0
107,separately,23,6,32,DOWN,0
108,eaves,27,0,4,ACROSS,0
109,inaccuracies,28,12,39,DOWN,0
110,sympathize,29,1,10,ACROSS,0
111,courtside,34,9,17,ACROSS,0
112,spence,25,0,5,ACROSS,0
113,distance,36,6,13,ACROSS,0
114,smallest,38,7,14,ACROSS,0
115,expulsion,26,20,34,DOWN,0
116,accept,29,38,43,ACROSS,0
117,mirage,24,41,29,DOWN,0
118,behave,26,26,31,DOWN,0
119,gearshift,21,43,29,DOWN,0
120,stupider,10,39,17,DOWN,0
121,newspaper,34,20,28,ACROSS,0
122,coolness,27,23,34,DOWN,0
123,stars,23,41,45,ACROSS,0
124,jokers,19,19,24,DOWN,0
125,bestow,32,22,27,ACROSS,0
126,pops,20,45,23,DOWN,0
127,masons,29,3,34,DOWN,0
128,anesthesiology,34,25,47,DOWN,0
129,dissuade,25,40,47,ACROSS,0
130,stateroom,36,21,29,ACROSS,0
131,piled,27,42,46,ACROSS,0
132,barnacle,33,0,7,ACROSS,0
133,pact,20,45,48,ACROSS,0
134,exercises,40,18,26,ACROSS,0
135,depart,38,20,25,ACROSS,0
136,overstay,43,25,32,ACROSS,0
137,defined,24,47,30,DOWN,0
138,beliefs,26,45,32,DOWN,0
139,overalls,32,38,45,ACROSS,0
140,dumped,9,35,40,ACROSS,0
141,patch,13,10,17,DOWN,0
142,accepts,32,42,38,DOWN,0
143,staple,35,37,42,ACROSS,0
144,advantage,37,37,45,ACROSS,0
145,monitors,45,20,27,ACROSS,0
146,masseur,32,1,38,DOWN,0
147,contusions,33,5,42,DOWN,0
148,eleventh,41,0,7,ACROSS,0
149,expertise,34,45,42,DOWN,0
150,reputation,39,39,48,ACROSS,0
151,grilled,42,40,46,ACROSS,0
152,deep,6,45,48,ACROSS,0
153,hymn,35,2,5,ACROSS,0
154,acquaint,33,48,40,DOWN,0
155,silk,30,21,24,ACROSS,0
156,communities,33,29,43,DOWN,0
157,overdressed,29,31,39,DOWN,0
158,oaths,31,37,35,DOWN,0
159,turns,32,29,33,ACROSS,0
160,pleased,1,47,7,DOWN,0
161,illnesses,41,29,37,ACROSS,0
162,meditation,38,8,47,DOWN,0
163,intellectuals,44,0,12,ACROSS,0
164,liner,47,6,10,ACROSS,0
165,courted,35,18,41,DOWN,0
166,shrieking,32,33,40,DOWN,0
167,cabaret,36,36,42,DOWN,0
168,infect,34,15,39,DOWN,0
169,colored,35,27,41,DOWN,0
170,boobies,41,23,47,DOWN,0
171,smiling,40,42,46,DOWN,0
172,fates,47,19,23,ACROSS,0
173,griffin,39,0,6,ACROSS,0
174,sown,45,39,42,ACROSS,0
175,depress,40,8,14,ACROSS,0
176,fling,9,22,26,ACROSS,0
177,pursue,31,0,5,ACROSS,0
178,tobacco,42,8,14,ACROSS,0
179,minded,10,3,15,DOWN,0
180,ounces,38,27,32,ACROSS,0
181,potency,41,14,47,DOWN,0
182,prior,13,10,14,ACROSS,0
183,disappoint,37,38,46,DOWN,0
184,dag,4,46,48,ACROSS,0
185,pump,1,44,47,ACROSS,0
186,stellar,41,34,47,DOWN,0
187,acted,46,13,17,ACROSS,0
188,many,46,33,36,ACROSS,0
189,frills,39,21,44,DOWN,0
190,delta,0,6,4,DOWN,0
191,sears,5,41,9,DOWN,0
192,cokes,32,8,36,DOWN,0
193,sweetie,40,16,46,DOWN,0
194,metal,42,17,21,ACROSS,0
195,toys,44,16,19,ACROSS,0
196,smiles,42,0,47,DOWN,0
197,hansom,42,31,47,DOWN,0
198,plus,17,35,38,ACROSS,0
