,word,row,col,endpoint,direction,completion
136,iambic,25,31,30,DOWN,0
137,fantasyland,31,44,41,DOWN,0
138,slipped,40,29,35,ACROSS,0
139,classify,37,37,44,ACROSS,0
140,explore,31,32,37,DOWN,0
141,diuretics,28,19,36,DOWN,0
142,sedatives,36,11,19,ACROSS,0
143,ooh,28,46,48,ACROSS,0
144,insert,40,43,48,ACROSS,0
145,sicko,34,18,22,ACROSS,0
146,rejection,30,25,38,DOWN,0
147,forfeit,33,22,39,DOWN,0
148,talky,34,44,48,ACROSS,0
149,colonies,38,17,24,ACROSS,0
150,ducks,22,34,26,DOWN,0
151,purchase,34,29,41,DOWN,0
152,ones,37,25,28,ACROSS,0
153,radiology,33,7,41,DOWN,0
154,interviews,31,42,40,DOWN,0
155,plainclothes,38,1,12,ACROSS,0
156,pliers,26,13,31,DOWN,0
157,banning,36,3,9,ACROSS,0
158,influences,35,2,44,DOWN,0
159,ignored,40,6,12,ACROSS,0
160,goes,40,0,3,ACROSS,0
161,booths,37,18,42,DOWN,0
162,overstayed,42,14,23,ACROSS,0
163,dalliance,31,46,39,DOWN,0
164,notches,40,16,22,ACROSS,0
165,unseal,44,0,5,ACROSS,0
166,repay,33,30,34,ACROSS,0
167,altitude,36,38,43,DOWN,0
168,stud,2,28,31,ACROSS,0
169,pointless,43,32,40,ACROSS,0
170,plotting,33,0,40,DOWN,0
171,ruled,41,37,41,ACROSS,0
172,commendable,42,2,12,ACROSS,0
173,falsify,35,14,41,DOWN,0
174,hunky,20,14,24,DOWN,0
175,spills,39,36,41,ACROSS,0
176,thorns,32,5,37,DOWN,0
177,deets,18,42,22,DOWN,0
178,strategically,36,48,48,DOWN,0
179,appear,34,27,39,DOWN,0
180,droves,9,14,14,DOWN,0
181,rift,0,14,3,DOWN,0
182,anthropology,48,37,48,ACROSS,0
183,plugged,41,11,47,DOWN,0
184,godforsaken,44,11,21,ACROSS,0
185,designers,46,5,13,ACROSS,0
186,clinics,38,31,44,DOWN,0
187,suck,35,28,31,ACROSS,0
188,bras,24,19,22,ACROSS,0
189,pout,33,0,3,ACROSS,0
190,sims,44,28,31,ACROSS,0
191,sneeze,42,35,47,DOWN,0
192,dances,47,31,36,ACROSS,0
193,airway,43,29,48,DOWN,0
194,cooled,41,33,46,DOWN,0
195,mailer,43,4,48,DOWN,0
196,goat,16,23,19,DOWN,0
197,hugged,0,21,5,DOWN,0
198,groped,48,3,8,ACROSS,0
199,graceful,46,41,48,ACROSS,0
200,barred,42,45,47,DOWN,0
