,word,row,col,endpoint,direction,completion
124,apologizes,38,3,12,ACROSS,0
125,lesson,23,48,28,DOWN,0
126,frivolous,29,20,37,DOWN,0
127,outdone,35,20,26,ACROSS,0
128,poof,0,18,21,ACROSS,0
129,estimated,37,19,27,ACROSS,0
130,cooperation,32,3,42,DOWN,0
131,smells,34,16,39,DOWN,0
132,unrest,42,2,7,ACROSS,0
133,humbly,28,5,33,DOWN,0
134,cartoons,30,9,37,DOWN,0
135,outrageous,34,14,43,DOWN,0
136,sprayed,39,16,22,ACROSS,0
137,countess,41,13,20,ACROSS,0
138,pagers,43,9,14,ACROSS,0
139,brother,34,1,7,ACROSS,0
140,bias,14,1,4,ACROSS,0
141,dig,4,20,22,ACROSS,0
142,nipped,40,2,7,ACROSS,0
143,shopper,33,18,39,DOWN,0
144,insisted,1,0,8,DOWN,0
145,staging,34,40,40,DOWN,0
146,sweaters,36,37,44,ACROSS,0
147,manufactures,33,36,44,DOWN,0
148,throughway,38,28,37,ACROSS,0
149,heft,16,0,3,ACROSS,0
150,spunk,41,34,38,ACROSS,0
151,expanding,43,36,44,ACROSS,0
152,dulled,30,44,35,DOWN,0
153,smartest,31,28,38,DOWN,0
154,diets,30,26,30,ACROSS,0
155,puffing,37,32,43,DOWN,0
156,fletcher,41,12,48,DOWN,0
157,dredging,42,26,33,ACROSS,0
158,jacket,45,10,15,ACROSS,0
159,husband,38,43,44,DOWN,0
160,mimic,15,44,48,ACROSS,0
161,perceptions,47,8,18,ACROSS,0
162,plank,29,15,33,DOWN,0
163,marvelous,36,24,44,DOWN,0
164,dodgy,39,22,43,DOWN,0
165,snotty,40,43,48,ACROSS,0
166,medusa,40,23,28,ACROSS,0
167,abrasive,44,20,27,ACROSS,0
168,undertaken,35,46,44,DOWN,0
169,armies,42,18,47,DOWN,0
170,indicator,40,29,48,DOWN,0
171,gossiping,47,28,36,ACROSS,0
172,mammals,45,28,34,ACROSS,0
173,stationery,31,48,40,DOWN,0
174,enter,36,28,32,ACROSS,0
175,aloft,26,29,30,DOWN,0
176,alarms,41,39,46,DOWN,0
177,troopers,39,9,46,DOWN,0
178,instructed,46,37,46,ACROSS,0
179,beige,34,1,38,DOWN,0
180,pew,17,19,21,ACROSS,0
181,lips,8,44,47,ACROSS,0
182,classy,42,20,47,DOWN,0
183,laps,31,45,48,ACROSS,0
184,recreate,41,5,48,DOWN,0
185,feller,44,0,5,ACROSS,0
186,pays,46,4,7,ACROSS,0
187,built,9,22,13,DOWN,0
188,rites,48,2,6,ACROSS,0
189,inspect,40,1,46,DOWN,0
190,swiss,46,20,24,ACROSS,0
191,siree,19,30,23,DOWN,0
192,quota,33,30,37,DOWN,0
