,word,row,col,endpoint,direction,completion
126,orders,26,7,12,ACROSS,0
127,inevitability,31,30,43,DOWN,0
128,pronounce,38,40,48,ACROSS,0
129,informing,35,24,32,ACROSS,0
130,sinker,30,42,47,ACROSS,0
131,aware,37,28,32,ACROSS,0
132,headquarters,42,22,33,ACROSS,0
133,barring,39,26,32,ACROSS,0
134,relapse,30,12,36,DOWN,0
135,large,31,8,12,ACROSS,0
136,doubles,29,6,35,DOWN,0
137,idols,25,9,29,DOWN,0
138,reeves,31,36,36,DOWN,0
139,tackled,36,25,42,DOWN,0
140,mess,7,22,25,ACROSS,0
141,establishes,32,33,42,DOWN,0
142,sterilize,34,10,42,DOWN,0
143,unacceptable,39,0,11,ACROSS,0
144,emphasize,41,3,11,ACROSS,0
145,snagging,37,2,44,DOWN,0
146,calendars,33,8,41,DOWN,0
147,emerged,36,3,9,ACROSS,0
148,puns,43,0,3,ACROSS,0
149,defeat,37,21,26,ACROSS,0
150,platelets,38,23,46,DOWN,0
151,maidens,44,19,25,ACROSS,0
152,snowballed,46,23,32,ACROSS,0
153,rustle,36,34,39,ACROSS,0
154,illustration,37,20,48,DOWN,0
155,moldings,41,13,20,ACROSS,0
156,increments,48,13,22,ACROSS,0
157,hysteria,40,33,40,ACROSS,0
158,stitches,38,39,45,DOWN,0
159,cremated,42,39,46,ACROSS,0
160,dismember,44,32,40,ACROSS,0
161,clockwise,21,33,29,DOWN,0
162,marched,41,4,47,DOWN,0
163,dusk,47,4,7,ACROSS,0
164,fanning,38,18,44,DOWN,0
165,precious,40,41,47,DOWN,0
166,kangaroo,41,43,48,DOWN,0
167,trembling,38,13,46,DOWN,0
168,ballistic,44,6,14,ACROSS,0
169,prevailed,39,14,22,ACROSS,0
170,fitch,9,43,47,ACROSS,0
171,quietly,30,48,36,DOWN,0
172,ecological,46,8,17,ACROSS,0
173,diagnostic,48,38,47,ACROSS,0
174,sabers,45,42,47,ACROSS,0
175,inept,38,33,37,ACROSS,0
176,reed,17,1,4,ACROSS,0
177,eights,38,48,43,DOWN,0
178,blacksmith,0,29,9,DOWN,0
179,glare,14,22,18,DOWN,0
180,gelato,13,28,18,DOWN,0
181,bauble,37,0,42,DOWN,0
182,dregs,28,41,32,DOWN,0
183,snowman,17,26,23,DOWN,0
184,avengers,40,45,47,DOWN,0
185,givens,14,20,19,DOWN,0
186,triumph,15,42,21,DOWN,0
187,helmet,41,35,46,DOWN,0
188,ark,40,45,47,ACROSS,0
189,gin,15,46,48,ACROSS,0
190,lech,45,1,4,ACROSS,0
191,the,19,2,4,ACROSS,0
