,word,row,col,endpoint,direction,completion
166,shale,8,35,12,DOWN,0
167,tombstone,42,11,19,ACROSS,0
168,craps,23,40,27,DOWN,0
169,clods,33,46,37,DOWN,0
170,copacetic,38,40,46,DOWN,0
171,devastatingly,36,20,48,DOWN,0
172,dinosaurs,40,12,20,ACROSS,0
173,sodium,30,40,35,DOWN,0
174,fungal,46,17,22,ACROSS,0
175,plugging,34,14,41,DOWN,0
176,dole,27,10,13,ACROSS,0
177,mangoes,41,39,45,ACROSS,0
178,ghoul,38,7,42,DOWN,0
179,applesauce,46,32,41,ACROSS,0
180,rubbish,39,4,45,DOWN,0
181,ambrosia,44,14,21,ACROSS,0
182,doormat,37,22,43,DOWN,0
183,gibbons,43,3,9,ACROSS,0
184,monument,41,12,48,DOWN,0
185,crash,45,0,4,ACROSS,0
186,girl,8,15,18,ACROSS,0
187,shepherds,46,7,15,ACROSS,0
188,liners,38,43,48,ACROSS,0
189,unfold,40,35,45,DOWN,0
190,tractors,48,8,15,ACROSS,0
191,giraffe,42,2,48,DOWN,0
192,briefly,42,43,48,DOWN,0
193,retired,45,42,48,ACROSS,0
194,unmanned,39,47,46,DOWN,0
195,cons,35,48,38,DOWN,0
196,fisted,32,43,48,ACROSS,0
197,logical,42,45,48,DOWN,0
