,word,row,col,endpoint,direction,completion
180,dreaded,37,35,43,DOWN,0
181,infect,36,28,41,DOWN,0
182,intimate,38,37,45,DOWN,0
183,reconvene,39,12,47,DOWN,0
184,dominates,45,5,13,ACROSS,0
185,earphones,47,5,13,ACROSS,0
186,dwellers,29,37,36,DOWN,0
187,employed,38,24,45,DOWN,0
188,ugh,47,38,40,ACROSS,0
189,psych,28,26,30,ACROSS,0
190,beth,30,44,47,ACROSS,0
191,fondle,19,8,24,DOWN,0
192,camp,41,12,15,ACROSS,0
193,poetry,37,7,42,DOWN,0
194,heller,41,22,27,ACROSS,0
