,word,row,col,endpoint,direction,completion
79,airplane,20,11,18,ACROSS,0
80,fighter,13,43,19,DOWN,0
81,accuses,12,14,18,DOWN,0
82,scoring,0,37,6,DOWN,0
83,highlighters,19,12,30,DOWN,0
84,charity,24,8,14,ACROSS,0
85,stoned,0,37,42,ACROSS,0
86,masterpiece,27,9,19,ACROSS,0
87,grindstone,29,11,20,ACROSS,0
88,neck,7,1,4,ACROSS,0
89,continuously,18,3,29,DOWN,0
90,cemetery,16,46,23,DOWN,0
91,julep,21,43,47,ACROSS,0
92,paced,0,8,4,DOWN,0
93,forwarded,28,18,36,DOWN,0
94,brood,25,0,4,ACROSS,0
95,leftover,33,11,18,ACROSS,0
96,hairstyles,22,1,10,ACROSS,0
97,bios,14,0,3,ACROSS,0
98,poured,35,14,19,ACROSS,0
99,doubt,9,23,13,DOWN,0
100,calculate,20,37,28,DOWN,0
101,hog,7,46,48,ACROSS,0
102,mouthy,23,41,46,ACROSS,0
103,cartoon,26,36,42,ACROSS,0
104,spicy,27,3,7,ACROSS,0
105,fitter,28,33,38,ACROSS,0
106,stunningly,22,5,31,DOWN,0
107,scorched,23,8,30,DOWN,0
108,paperback,26,10,34,DOWN,0
109,comma,32,6,10,ACROSS,0
110,deadlines,28,20,36,DOWN,0
111,upstanding,23,39,32,DOWN,0
112,adoration,30,33,41,ACROSS,0
113,diabetics,31,20,28,ACROSS,0
114,foreseeable,23,1,33,DOWN,0
115,loveable,26,23,33,DOWN,0
116,news,13,39,42,ACROSS,0
117,territory,29,22,30,ACROSS,0
118,forage,15,39,44,ACROSS,0
119,fireplaces,27,29,36,DOWN,0
120,sprinkled,35,22,30,ACROSS,0
121,badness,33,28,34,ACROSS,0
122,antibody,20,2,9,ACROSS,0
123,disrupting,31,33,40,DOWN,0
124,naivete,37,28,34,ACROSS,0
125,devious,20,21,26,DOWN,0
126,tripe,19,42,46,ACROSS,0
127,hopefully,29,35,37,DOWN,0
128,blimey,35,34,39,ACROSS,0
129,summon,39,28,33,ACROSS,0
130,mosque,25,17,22,ACROSS,0
131,conception,24,42,33,DOWN,0
132,makes,21,36,40,ACROSS,0
133,scuzzy,35,22,40,DOWN,0
134,derriere,28,41,48,ACROSS,0
135,comprehend,21,48,30,DOWN,0
136,gases,29,5,9,ACROSS,0
137,flippers,9,30,16,DOWN,0
138,fascinated,33,37,46,ACROSS,0
139,immobilize,38,14,23,ACROSS,0
140,spoils,20,35,25,DOWN,0
141,fraternity,40,13,22,ACROSS,0
142,measles,32,8,38,DOWN,0
143,solely,36,4,9,ACROSS,0
144,syrup,38,8,12,ACROSS,0
145,hasty,30,0,4,ACROSS,0
146,there,1,31,35,ACROSS,0
147,costa,34,4,8,ACROSS,0
148,screening,28,31,36,DOWN,0
149,exonerate,29,45,37,DOWN,0
150,bumpy,24,15,28,DOWN,0
151,acknowledges,32,26,43,DOWN,0
152,helped,37,41,46,ACROSS,0
153,arthritis,43,18,26,ACROSS,0
154,generosity,41,26,35,ACROSS,0
155,neatness,34,38,41,DOWN,0
156,beasts,35,43,48,ACROSS,0
157,crimp,33,40,37,DOWN,0
158,progressive,37,10,47,DOWN,0
159,rigging,40,4,10,ACROSS,0
160,tachycardia,45,1,11,ACROSS,0
161,polled,42,6,11,ACROSS,0
162,uncles,47,6,11,ACROSS,0
163,succumb,40,38,44,ACROSS,0
164,bullshit,36,24,43,DOWN,0
165,dice,16,0,3,ACROSS,0
166,plateaued,32,47,40,DOWN,0
167,bail,19,16,22,DOWN,0
168,reverse,39,17,45,DOWN,0
169,clogging,40,40,47,DOWN,0
170,turncoat,46,37,44,ACROSS,0
171,intrigues,43,35,43,ACROSS,0
172,losing,37,5,42,DOWN,0
173,intersection,45,14,25,ACROSS,0
174,line,26,45,48,ACROSS,0
175,beggar,32,12,37,DOWN,0
176,bumped,39,42,44,DOWN,0
177,entrapment,36,1,45,DOWN,0
178,ambiance,38,36,45,DOWN,0
179,sharply,41,32,47,DOWN,0
180,massacred,40,3,48,DOWN,0
181,breeze,39,14,44,DOWN,0
182,brilliantly,47,22,32,ACROSS,0
183,mum,0,10,2,DOWN,0
184,daring,43,29,48,DOWN,0
185,mar,36,11,13,ACROSS,0
186,grouch,31,43,48,ACROSS,0
187,stealthy,41,44,48,DOWN,0
188,convoy,48,39,44,ACROSS,0
189,tailing,41,34,47,DOWN,0
