,word,row,col,endpoint,direction,completion
98,stricken,22,15,29,DOWN,0
99,goodman,29,9,15,ACROSS,0
100,countrymen,23,40,32,DOWN,0
101,corporal,28,35,42,ACROSS,0
102,patently,31,37,44,ACROSS,0
103,infantry,21,8,28,DOWN,0
104,mediocrity,27,2,11,ACROSS,0
105,indulge,27,12,33,DOWN,0
106,disobey,33,7,13,ACROSS,0
107,jut,5,46,48,ACROSS,0
108,limit,31,12,16,ACROSS,0
109,hydraulics,30,44,39,DOWN,0
110,climb,36,43,47,ACROSS,0
111,suffers,33,39,45,ACROSS,0
112,listeners,39,36,44,ACROSS,0
113,conspiracy,27,26,36,DOWN,0
114,capitals,32,23,30,ACROSS,0
115,cheating,34,23,30,ACROSS,0
116,obsessions,27,6,36,DOWN,0
117,autonomy,35,2,9,ACROSS,0
118,administer,31,0,9,ACROSS,0
119,lowdown,27,36,33,DOWN,0
120,drumsticks,25,17,34,DOWN,0
121,kinds,12,44,48,ACROSS,0
122,straightforward,27,32,41,DOWN,0
123,enjoy,36,22,26,ACROSS,0
124,chaperoned,37,27,36,ACROSS,0
125,cliffs,29,1,6,ACROSS,0
126,hump,33,32,35,ACROSS,0
127,caper,32,17,21,ACROSS,0
128,delinquent,41,32,41,ACROSS,0
129,requesting,28,20,37,DOWN,0
130,legislation,36,10,20,ACROSS,0
131,narcotics,30,0,38,DOWN,0
132,describing,30,47,39,DOWN,0
133,pseudo,10,28,33,ACROSS,0
134,given,9,9,13,DOWN,0
135,slowly,38,0,5,ACROSS,0
136,proverb,32,22,38,DOWN,0
137,franks,35,32,37,ACROSS,0
138,scripted,36,14,43,DOWN,0
139,preachy,29,18,24,ACROSS,0
140,dictate,39,13,19,ACROSS,0
141,blaring,29,38,35,DOWN,0
142,pike,3,0,3,ACROSS,0
143,epiphany,39,27,34,ACROSS,0
144,plain,0,1,4,DOWN,0
145,superstars,41,8,17,ACROSS,0
146,melons,22,24,27,DOWN,0
147,grog,18,45,48,ACROSS,0
148,shoreline,31,10,39,DOWN,0
149,default,43,14,20,ACROSS,0
150,goulash,36,8,42,DOWN,0
151,lad,30,45,47,ACROSS,0
152,sympathetic,37,5,47,DOWN,0
153,lakeside,44,2,9,ACROSS,0
154,lotion,46,2,7,ACROSS,0
155,patriots,0,1,8,ACROSS,0
156,chilly,33,0,5,ACROSS,0
157,supremely,35,42,43,DOWN,0
158,ambushed,40,18,47,DOWN,0
159,chill,45,17,21,ACROSS,0
160,provolone,39,28,47,DOWN,0
161,benevolence,43,23,33,ACROSS,0
162,flotation,41,21,29,ACROSS,0
163,stylist,43,40,46,ACROSS,0
164,insufficient,46,27,38,ACROSS,0
165,discounts,47,18,26,ACROSS,0
166,acres,7,30,11,DOWN,0
167,smelly,40,2,45,DOWN,0
168,beheading,40,11,48,DOWN,0
169,seventy,40,39,46,DOWN,0
170,squinting,48,3,11,ACROSS,0
171,mysteries,40,46,48,DOWN,0
172,heir,42,1,4,ACROSS,0
173,triumph,45,39,45,ACROSS,0
174,grants,48,41,46,ACROSS,0
175,brighten,46,9,16,ACROSS,0
176,aims,34,14,17,ACROSS,0
177,spa,3,23,25,ACROSS,0
178,sickly,40,35,45,DOWN,0
179,struts,19,32,24,DOWN,0
180,grift,37,24,41,DOWN,0
181,tango,14,39,18,DOWN,0
182,gringo,42,22,47,DOWN,0
183,smoke,35,40,39,DOWN,0
184,able,39,6,9,ACROSS,0
185,dewy,14,45,48,ACROSS,0
186,urges,40,30,44,DOWN,0
187,blouse,32,3,37,DOWN,0
188,noisy,10,20,14,DOWN,0
189,hind,38,45,48,ACROSS,0
190,ani,8,4,6,ACROSS,0
