,word,row,col,endpoint,direction,completion
62,folded,21,18,26,DOWN,0
63,stability,3,10,18,ACROSS,0
64,caritas,0,14,6,DOWN,0
65,lowly,9,44,48,ACROSS,0
66,farmhouse,1,13,21,ACROSS,0
67,quoting,0,11,6,DOWN,0
68,developing,5,3,12,ACROSS,0
69,chaotic,5,15,21,ACROSS,0
70,tombstone,25,10,18,ACROSS,0
71,shovels,0,7,6,DOWN,0
72,overrule,3,4,10,DOWN,0
73,gleam,9,3,7,ACROSS,0
74,gin,1,46,48,ACROSS,0
75,rude,7,4,7,ACROSS,0
76,perjury,3,48,9,DOWN,0
77,discrete,4,20,11,DOWN,0
78,advances,0,0,7,ACROSS,0
79,tingle,13,41,18,DOWN,0
80,disobedience,0,1,11,DOWN,0
81,civvies,19,14,25,DOWN,0
82,pardoned,8,6,15,DOWN,0
83,stingy,2,1,6,ACROSS,0
84,justifies,20,8,16,ACROSS,0
85,columns,13,1,7,ACROSS,0
86,leg,8,0,2,ACROSS,0
87,muscle,12,4,17,DOWN,0
88,pike,9,17,20,ACROSS,0
89,hyperventilating,17,1,16,ACROSS,0
90,sadist,11,4,9,ACROSS,0
91,waxy,3,42,6,DOWN,0
92,liking,23,11,16,ACROSS,0
93,jeopardy,18,40,47,ACROSS,0
94,dislike,9,8,15,DOWN,0
95,weirdly,9,46,15,DOWN,0
96,knifed,21,40,26,DOWN,0
97,foreword,16,45,23,DOWN,0
98,tyrants,16,2,22,DOWN,0
99,advent,19,2,7,ACROSS,0
100,penitentiary,18,5,29,DOWN,0
101,dire,11,45,48,ACROSS,0
102,metabolic,27,2,10,ACROSS,0
103,frightening,23,24,33,DOWN,0
104,salaam,25,8,30,DOWN,0
105,dissing,24,0,6,ACROSS,0
106,hallways,20,41,48,ACROSS,0
107,christy,31,21,27,ACROSS,0
108,dissolves,12,48,20,DOWN,0
109,epoxy,15,42,46,ACROSS,0
110,uncivilized,14,0,24,DOWN,0
111,heartbreak,29,6,15,ACROSS,0
112,deadly,23,42,47,ACROSS,0
113,globes,15,17,20,DOWN,0
114,depository,22,43,31,DOWN,0
115,crayons,27,14,33,DOWN,0
116,singles,32,12,18,ACROSS,0
117,majors,18,8,23,DOWN,0
118,walla,6,22,26,ACROSS,0
119,sweaty,26,43,48,ACROSS,0
120,detergent,24,47,32,DOWN,0
121,muffled,22,20,28,DOWN,0
122,sown,29,42,45,ACROSS,0
123,desserts,32,41,48,ACROSS,0
124,vocational,29,21,38,DOWN,0
125,errand,36,17,22,ACROSS,0
126,clones,27,14,19,ACROSS,0
127,bonding,29,11,35,DOWN,0
128,embrace,10,10,16,DOWN,0
129,undetected,34,10,19,ACROSS,0
130,diagnoses,28,40,36,DOWN,0
131,warnings,36,33,40,ACROSS,0
132,doze,4,18,7,DOWN,0
133,pickpockets,35,37,45,DOWN,0
134,deviation,31,3,11,ACROSS,0
135,copter,39,35,40,ACROSS,0
136,pollock,38,18,24,ACROSS,0
137,pentagon,43,36,43,ACROSS,0
138,starting,34,40,47,ACROSS,0
139,moves,45,33,37,ACROSS,0
140,jukebox,31,31,37,DOWN,0
141,winger,28,17,33,DOWN,0
142,walnut,29,28,34,DOWN,0
143,motor,22,3,7,ACROSS,0
144,twin,13,41,44,ACROSS,0
145,tie,24,31,33,ACROSS,0
146,burp,0,19,3,DOWN,0
147,boilers,37,19,43,DOWN,0
148,either,41,15,20,ACROSS,0
149,lasted,43,17,22,ACROSS,0
150,starring,33,44,40,DOWN,0
151,careers,36,42,48,ACROSS,0
152,louis,38,41,45,ACROSS,0
153,storing,36,48,42,DOWN,0
154,viral,17,27,31,ACROSS,0
155,headlong,28,3,35,DOWN,0
156,wally,3,24,7,DOWN,0
157,signed,34,0,5,ACROSS,0
158,killing,30,1,36,DOWN,0
159,stagger,40,41,47,ACROSS,0
160,carvings,37,16,44,DOWN,0
161,soup,2,9,5,DOWN,0
162,memento,36,25,31,ACROSS,0
163,desolate,34,5,41,DOWN,0
164,reload,37,2,7,ACROSS,0
165,conspired,38,23,46,DOWN,0
166,ambiance,39,1,8,ACROSS,0
167,motherhood,41,1,10,ACROSS,0
168,chassis,44,10,16,ACROSS,0
169,colonials,36,13,44,DOWN,0
170,food,24,20,23,ACROSS,0
171,pretended,42,23,31,ACROSS,0
172,coffees,45,18,24,ACROSS,0
173,exaggeration,37,25,48,DOWN,0
174,subscription,47,15,26,ACROSS,0
175,devastation,32,9,42,DOWN,0
176,gang,4,23,26,ACROSS,0
177,hotshot,40,2,46,DOWN,0
178,anyways,39,25,31,ACROSS,0
179,manual,40,28,45,DOWN,0
180,banzai,44,27,32,ACROSS,0
181,traumatic,46,2,10,ACROSS,0
182,delight,39,11,45,DOWN,0
183,firmer,22,12,27,DOWN,0
184,writing,36,33,42,DOWN,0
185,bassoon,43,0,6,ACROSS,0
186,sources,36,9,15,ACROSS,0
187,march,15,1,5,ACROSS,0
188,trick,41,34,38,ACROSS,0
189,weld,38,11,14,ACROSS,0
190,shield,29,19,34,DOWN,0
191,reprimand,39,46,47,DOWN,0
192,enema,45,42,46,ACROSS,0
193,pirated,47,40,46,ACROSS,0
194,ulcer,29,0,4,ACROSS,0
195,goulash,42,4,48,DOWN,0
196,withstanding,48,1,12,ACROSS,0
